cid2,year,name,daysabove1in,daysabove90F,tmaxavg,annual_mean_temp,annual_total_precip
15007,2019,Kauai,2,,,,30.789727639025593
15007,2020,Kauai,15,,,,67.33135553795522
15007,2021,Kauai,15,,,,63.65126241849164
15007,2022,Kauai,6,,,,47.56551427165355
15007,2023,Kauai,13,,,,45.12507401113435
15007,2024,Kauai,4,,,,32.53873089167077
15007,2025,Kauai,17,,,,62.364348163754926
15007,2026,Kauai,7,,,,34.93837371585876
15007,2027,Kauai,10,,,,47.552355668676185
15007,2028,Kauai,14,,,,50.44309601070374
15007,2029,Kauai,5,,,,34.925294410525346
15007,2030,Kauai,16,,,,49.934783695250985
15007,2031,Kauai,4,,,,37.112527682086615
15007,2032,Kauai,12,,,,54.81263168214813
15007,2033,Kauai,15,,,,45.09664700725886
15007,2034,Kauai,6,,,,41.19477519838829
15007,2035,Kauai,12,,,,52.17649444820374
15007,2036,Kauai,23,,,,83.4366926058071
15007,2037,Kauai,14,,,,56.7887145515502
15007,2038,Kauai,8,,,,43.40062419260581
15007,2039,Kauai,11,,,,43.25351985420768
15007,2040,Kauai,8,,,,35.98199559008982
15007,2041,Kauai,21,,,,77.86275067667323
15007,2042,Kauai,7,,,,46.853748231422244
15007,2043,Kauai,3,,,,39.32433120847687
15007,2044,Kauai,16,,,,59.01341716135581
15007,2045,Kauai,17,,,,54.089634211983274
15007,2046,Kauai,18,,,,71.29443551611713
15007,2047,Kauai,12,,,,48.30033910556103
15007,2048,Kauai,19,,,,83.41691144808071
15007,2049,Kauai,4,,,,42.140993133304626
15007,2050,Kauai,6,,,,43.93717127522146
15007,2051,Kauai,32,,,,117.1550216074065
15007,2052,Kauai,13,,,,64.52755905511812
15007,2053,Kauai,35,,,,101.56028927780513
15007,2054,Kauai,7,,,,36.03029746708907
15007,2055,Kauai,21,,,,100.81910140871064
15007,2056,Kauai,14,,,,52.93237881397638
15007,2057,Kauai,2,,,,42.811356191560044
15007,2058,Kauai,6,,,,37.73473544383613
15007,2059,Kauai,23,,,,68.26763002891241
15007,2060,Kauai,14,,,,56.13578255720965
15007,2061,Kauai,27,,,,79.37348613588829
15007,2062,Kauai,6,,,,38.22790911817175
15007,2063,Kauai,22,,,,90.12690506582186
15007,2064,Kauai,13,,,,52.86554772084154
15007,2065,Kauai,6,,,,52.75839497723918
15007,2066,Kauai,1,,,,33.243336114357774
15007,2067,Kauai,13,,,,45.19875834307333
15007,2068,Kauai,14,,,,67.37597848486713
15007,2069,Kauai,15,,,,60.10150098425197
15007,2070,Kauai,11,,,,42.47956523745079
15007,2071,Kauai,30,,,,89.52496385949803
15007,2072,Kauai,4,,,,34.265204001599415
15007,2073,Kauai,14,,,,69.1511595718504
15007,2074,Kauai,17,,,,76.58644788847195
15007,2075,Kauai,16,,,,73.49323903481792
15007,2076,Kauai,5,,,,53.54423943467028
15007,2077,Kauai,28,,,,100.55620809239666
15007,2078,Kauai,23,,,,79.66776690145177
15007,2079,Kauai,8,,,,51.69782503383367
15007,2080,Kauai,9,,,,38.6688232421875
15007,2081,Kauai,9,,,,54.054603877030026
15007,2082,Kauai,37,,,,104.73823126845473
15007,2083,Kauai,27,,,,100.81827479084646
15007,2084,Kauai,2,,,,45.06668210968258
15007,2085,Kauai,9,,,,48.21127583661418
15007,2086,Kauai,19,,,,61.54196911909449
15007,2087,Kauai,29,,,,92.70467442790356
15007,2088,Kauai,7,,,,41.00347083384597
15007,2089,Kauai,12,,,,64.27147572434794
15007,2090,Kauai,36,,,,104.72043014886812
15007,2091,Kauai,52,,,,133.10298889640748
15007,2092,Kauai,4,,,,50.92550442913386
15007,2093,Kauai,11,,,,55.436305248831204
15007,2094,Kauai,32,,,,76.36963371216783
15007,2095,Kauai,44,,,,129.08593365526576
15007,2096,Kauai,17,,,,54.86615518885335
15007,2097,Kauai,7,,,,36.59195547028789
15007,2098,Kauai,11,,,,46.0224349855438
15007,2099,Kauai,23,,,,76.34992464320867
15007,2100,Kauai,3,,,,41.93055640994095
15009,2015,Maui,32,,,,92.99095334030513
15009,2016,Maui,19,,,,78.87455016609252
15009,2017,Maui,27,,,,93.81430318036418
15009,2018,Maui,23,,,,85.86123969611221
15009,2019,Maui,9,,,,40.95332108144685
15009,2020,Maui,20,,,,89.95260403850887
15009,2021,Maui,25,,,,99.53123077632874
15009,2022,Maui,18,,,,80.28373177595965
15009,2023,Maui,8,,,,48.76871904988928
15009,2024,Maui,9,,,,50.969348817359744
15009,2025,Maui,25,,,,87.27639025590551
15009,2026,Maui,7,,,,38.11323511318898
15009,2027,Maui,9,,,,54.93612454632136
15009,2028,Maui,12,,,,60.72126253383367
15009,2029,Maui,15,,,,64.47195458599901
15009,2030,Maui,21,,,,58.499212790661915
15009,2031,Maui,13,,,,62.58587213951772
15009,2032,Maui,27,,,,91.43184631828248
15009,2033,Maui,15,,,,65.35636841781496
15009,2034,Maui,10,,,,51.680369940329726
15009,2035,Maui,11,,,,57.200817198265256
15009,2036,Maui,37,,,,116.17931456077757
15009,2037,Maui,28,,,,87.73132804810533
15009,2038,Maui,20,,,,76.29681925135336
15009,2039,Maui,12,,,,51.200816237081696
15009,2040,Maui,8,,,,48.77394308255413
15009,2041,Maui,36,,,,108.14920260211615
15009,2042,Maui,18,,,,68.71207650252215
15009,2043,Maui,7,,,,56.02146419014518
15009,2044,Maui,23,,,,86.45801934670276
15009,2045,Maui,22,,,,77.34305314191684
15009,2046,Maui,33,,,,112.60345218688485
15009,2047,Maui,10,,,,52.32657364972933
15009,2048,Maui,49,,,,137.806136964813
15009,2049,Maui,16,,,,67.18550073818898
15009,2050,Maui,13,,,,65.57644100639764
15009,2051,Maui,48,,,,148.63738773375985
15009,2052,Maui,41,,,,109.76794145238682
15009,2053,Maui,60,,,,164.56177718996065
15009,2054,Maui,13,,,,57.69574022668554
15009,2055,Maui,61,,,,159.5279723640502
15009,2056,Maui,12,,,,69.31087944451279
15009,2057,Maui,8,,,,61.773556686761815
15009,2058,Maui,8,,,,47.992635411540356
15009,2059,Maui,17,,,,65.48003429502953
15009,2060,Maui,26,,,,85.42582354207677
15009,2061,Maui,49,,,,136.23356376107284
15009,2062,Maui,7,,,,45.23027074618603
15009,2063,Maui,30,,,,115.07328063484253
15009,2064,Maui,27,,,,92.85821389025591
15009,2065,Maui,24,,,,80.14950729730562
15009,2066,Maui,10,,,,47.48101662463091
15009,2067,Maui,19,,,,71.16364726870079
15009,2068,Maui,32,,,,111.73151451771655
15009,2069,Maui,27,,,,92.83707746370571
15009,2070,Maui,19,,,,67.93117733452264
15009,2071,Maui,51,,,,145.64056156188485
15009,2072,Maui,11,,,,52.58835199311024
15009,2073,Maui,27,,,,105.78781488373524
15009,2074,Maui,39,,,,118.83118156373033
15009,2075,Maui,27,,,,97.84097025713584
15009,2076,Maui,9,,,,65.33266563115158
15009,2077,Maui,37,,,,117.37207607960138
15009,2078,Maui,41,,,,118.02991011011319
15009,2079,Maui,18,,,,69.21238696481299
15009,2080,Maui,20,,,,73.4832090843381
15009,2081,Maui,17,,,,78.56891301673228
15009,2082,Maui,76,,,,193.35714505413387
15009,2083,Maui,42,,,,148.9827025406004
15009,2084,Maui,3,,,,52.18972033403052
15009,2085,Maui,9,,,,52.36674151082678
15009,2086,Maui,23,,,,91.69288455031989
15009,2087,Maui,58,,,,157.27716881459153
15009,2088,Maui,13,,,,68.2637420414001
15009,2089,Maui,15,,,,71.32978304164617
15009,2090,Maui,44,,,,139.39664585383858
15009,2091,Maui,88,,,,216.0921352116142
15009,2092,Maui,25,,,,89.94261734128938
15009,2093,Maui,14,,,,62.03025998093012
15009,2094,Maui,25,,,,91.54419906496064
15009,2095,Maui,77,,,,203.7422528604823
15009,2096,Maui,31,,,,92.70917276697836
15009,2097,Maui,12,,,,55.905016801488685
15009,2098,Maui,21,,,,68.3704574464813
15009,2099,Maui,49,,,,135.95370555487204
15009,2100,Maui,8,,,,59.08091627706693
15001,2015,Hawaii,32,,,,94.6317321296752
15001,2016,Hawaii,19,,,,78.62724724717027
15001,2017,Hawaii,30,,,,95.81298828125
15001,2018,Hawaii,18,,,,76.83899406373033
15001,2019,Hawaii,9,,,,39.1016273798905
15001,2020,Hawaii,31,,,,103.90601931594489
15001,2021,Hawaii,38,,,,122.93298435962107
15001,2022,Hawaii,15,,,,75.51545871524361
15001,2023,Hawaii,7,,,,38.03246685839075
15001,2024,Hawaii,12,,,,56.402453324926185
15001,2025,Hawaii,22,,,,87.3941833015502
15001,2026,Hawaii,5,,,,35.80298716627707
15001,2027,Hawaii,12,,,,53.97035133181595
15001,2028,Hawaii,11,,,,48.40838574987697
15001,2029,Hawaii,20,,,,67.90104903574066
15001,2030,Hawaii,19,,,,56.395518385519196
15001,2031,Hawaii,16,,,,65.99425788939469
15001,2032,Hawaii,26,,,,91.29858782910925
15001,2033,Hawaii,20,,,,70.81482894777314
15001,2034,Hawaii,10,,,,47.988401397945374
15001,2035,Hawaii,12,,,,46.124978853961615
15001,2036,Hawaii,30,,,,104.75303349532481
15001,2037,Hawaii,25,,,,83.68977223794292
15001,2038,Hawaii,25,,,,79.38805287278544
15001,2039,Hawaii,9,,,,45.403533695250985
15001,2040,Hawaii,10,,,,48.35769292876476
15001,2041,Hawaii,34,,,,102.72187000184547
15001,2042,Hawaii,18,,,,68.31704447588584
15001,2043,Hawaii,8,,,,49.55476054995079
15001,2044,Hawaii,26,,,,82.11861197404036
15001,2045,Hawaii,26,,,,81.0029373769685
15001,2046,Hawaii,32,,,,107.11412324680119
15001,2047,Hawaii,7,,,,47.00051134965551
15001,2048,Hawaii,57,,,,161.24982698695868
15001,2049,Hawaii,21,,,,81.73082246555119
15001,2050,Hawaii,14,,,,60.06413977915847
15001,2051,Hawaii,44,,,,141.04472002645178
15001,2052,Hawaii,42,,,,126.99743556225394
15001,2053,Hawaii,66,,,,195.02462552288387
15001,2054,Hawaii,17,,,,60.85187776820867
15001,2055,Hawaii,73,,,,171.45959568774606
15001,2056,Hawaii,13,,,,66.40212652251476
15001,2057,Hawaii,11,,,,62.689910648375985
15001,2058,Hawaii,7,,,,40.18180787093996
15001,2059,Hawaii,12,,,,51.58693809208908
15001,2060,Hawaii,35,,,,103.43411663385827
15001,2061,Hawaii,54,,,,157.92982206569883
15001,2062,Hawaii,7,,,,39.83155258058563
15001,2063,Hawaii,32,,,,108.84050504429135
15001,2064,Hawaii,32,,,,102.92215182086615
15001,2065,Hawaii,22,,,,75.91821865772638
15001,2066,Hawaii,9,,,,43.8374725101501
15001,2067,Hawaii,22,,,,71.46463709553396
15001,2068,Hawaii,42,,,,127.65765332800197
15001,2069,Hawaii,31,,,,106.25307578740158
15001,2070,Hawaii,22,,,,73.43899944635827
15001,2071,Hawaii,52,,,,162.15328186515748
15001,2072,Hawaii,15,,,,60.35479688268947
15001,2073,Hawaii,39,,,,116.44364965243604
15001,2074,Hawaii,49,,,,147.09563007504923
15001,2075,Hawaii,29,,,,105.0474440206693
15001,2076,Hawaii,10,,,,58.03582138902559
15001,2077,Hawaii,36,,,,109.3675123800443
15001,2078,Hawaii,42,,,,118.23878491018701
15001,2079,Hawaii,21,,,,71.73980953186516
15001,2080,Hawaii,28,,,,91.49591881459155
15001,2081,Hawaii,23,,,,87.92953371062993
15001,2082,Hawaii,81,,,,230.7322873093012
15001,2083,Hawaii,55,,,,164.6155650221457
15001,2084,Hawaii,4,,,,46.98391170952264
15001,2085,Hawaii,10,,,,45.03239188607284
15001,2086,Hawaii,19,,,,96.43372062623033
15001,2087,Hawaii,76,,,,185.29112327755905
15001,2088,Hawaii,15,,,,78.3177749753937
15001,2089,Hawaii,14,,,,62.92827456016241
15001,2090,Hawaii,46,,,,148.0694532018947
15001,2091,Hawaii,85,,,,238.29551396407481
15001,2092,Hawaii,26,,,,96.39656126968505
15001,2093,Hawaii,13,,,,49.14304718257874
15001,2094,Hawaii,28,,,,95.38922167199804
15001,2095,Hawaii,72,,,,210.2890855684055
15001,2096,Hawaii,38,,,,120.2806944359006
15001,2097,Hawaii,12,,,,57.04010250061516
15001,2098,Hawaii,24,,,,76.71797144131398
15001,2099,Hawaii,70,,,,179.02164969857284
15001,2100,Hawaii,8,,,,55.25592473548229
